sensor_ID,Longitude,Latitude,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12p,1p,2p,3p,4p,5p,6p,7p,8p,9p,10p,11p,12a
5879@1,-79.86152302,40.62539823,44,19,14,18,36,151,362,606,477,315,292,288,326,349,481,604,678,790,575,431,416,227,188,119
5970@1,-79.79640914,40.44504722,18,19,24,31,100,223,356,385,296,297,272,291,333,358,463,561,535,402,315,258,200,119,78,36
5957@1,-79.82097619,40.48762446,60,36,39,27,45,165,395,584,478,423,434,448,435,489,532,637,662,715,611,511,429,247,170,106
120@1,-79.70385879,40.44354849,27,7,14,9,35,119,365,550,539,421,354,458,504,465,508,640,698,731,471,390,278,146,111,56
26732@1,-80.11427254,40.38989858,19,14,7,10,9,33,113,232,220,173,174,177,188,202,195,247,309,348,324,264,181,140,87,54
27598@1,-80.03451208,40.4382557,45,40,28,42,58,270,734,918,838,505,422,450,540,589,767,815,84,988,697,523,321,312,193,122
3688@1,-80.27973494,40.51056686,52,42,15,21,30,76,248,479,549,419,406,439,463,551,612,682,717,628,406,369,326,281,174,127
6029@1,-79.81955655,40.36913222,5,1,-1,7,15,31,39,50,48,47,38,56,54,65,76,99,78,72,56,56,35,30,9,6
27849@1,-79.99862971,40.451181,12,14,26,19,18,46,138,263,284,113,99,119,124,93,110,127,117,138,116,98,74,57,47,24
5510@1,-80.16211738,40.38459789,1,-1,-1,-1,-1,1,1,3,2,4,2,1,11,6,4,3,5,14,9,13,11,2,1,1
27583@1,-80.02496363,40.40431042,6,9,13,16,19,53,128,177,133,149,136,125,153,186,202,272,227,222,144,105,97,81,49,33
27559@1,-79.96684881,40.42285581,21,4,5,12,13,61,262,385,294,215,207,210,284,331,509,556,618,600,593,385,254,123,80,63
18651@1,-79.85375139,40.33138892,-1,-1,-1,-1,-1,-1,5,7,15,5,18,24,11,8,15,16,15,17,13,13,13,5,2,3
10507@1,-79.90966117,40.30688925,87,38,24,18,48,143,356,389,344,278,318,339,348,374,356,491,561,541,432,357,322,248,174,132
27671@1,-79.86998432,40.39013548,5,1,3,2,7,17,33,72,48,54,41,33,53,60,51,90,89,65,60,46,47,40,16,10
27516@1,-79.89401217,40.5168524,3,5,-1,4,26,167,397,369,223,247,255,256,245,302,379,453,647,333,264,176,104,28,10,5
5983@1,-79.77959456,40.51363096,32,24,25,6,19,123,215,359,248,215,177,157,223,194,238,358,375,392,259,188,153,127,92,75
10553@1,-79.75936223,40.5012759,18,14,8,9,33,126,409,587,457,308,252,303,274,335,532,528,626,766,507,463,321,161,123,42
10595@1,-80.00432132,40.56929381,25,19,13,13,34,156,519,758,608,442,449,538,536,556,664,879,1,28,690,472,327,278,138,134
5297@1,-80.14311504,40.61505737,9,9,4,9,8,48,117,192,156,115,86,85,78,95,160,168,199,205,144,102,63,52,27,24
10466@2,-79.96025497,40.54817427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,332.5,364,349.5,397,452,398.5,-1,-1,-1,-1,-1,-1
10466@1,-79.96016636,40.54809753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,691,715,747,854.5,518.5,478.5,-1,-1,-1,-1,-1,-1
21550@1,-80.18751356,40.4424076,24,13,17,19,35,125,356,610,443,354,381,477,480,442,457,483,659,667,607,363,257,193,96,51
23795@1,-79.96181657,40.51386332,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,2,-1,-1,-1,2,-1,1,1,-1,-1,4,2,-1
5944@1,-79.81233925,40.48402439,82,50,35,51,62,235,688,931,918,722,615,788,816,769,969,503,608,631,539,812,656,471,267,179
6044@1,-79.86344126,40.27828579,57,39,23,24,69,254,385,439,390,399,436,499,518,565,584,738,821,811,639,630,502,382,216,114
6109@1,-79.96738357,40.35488948,17,8,5,16,49,147,197,221,189,191,214,234,237,255,282,292,293,333,272,222,152,87,86,33
5898@2,-79.84330904,40.53491361,28,36,39,71,204,572,955,764,606,541,603,636,613,717,742,684,758,698,620,571,357,245,146,76
5898@1,-79.84323518,40.53485501,29,27,60,104,312,669,781,728,790,798,808,849,759,882,235,192,467,228,892,687,439,220,148,99
19006@2,-79.94982601,40.34803405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,916,873,888,122,149,257,-1,-1,-1,-1,-1,-1
19006@1,-79.9499974,40.34791144,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,869,799,835,846,998,825,-1,-1,-1,-1,-1,-1
6104@1,-79.91267062,40.33845583,61,27,46,51,114,297,419,422,318,264,286,300,313,286,414,456,449,372,302,214,188,180,159,102
6075@1,-79.95806986,40.26544895,-1,-1,-1,-1,-1,1,-1,1,-1,-1,2,2,2,-1,4,-1,-1,2,-1,2,-1,-1,-1,-1
93@1,-80.02462671,40.43170511,225,101,123,166,259,627,12,433,499,255,137,210,313,352,760,150,537,315,675,16,744,300,753,674
5525@1,-80.25850421,40.44576745,5,3,1,6,17,38,94,136,156,74,93,114,152,110,138,217,162,171,134,95,109,46,32,35
47@2,-80.02957141,40.43385253,265,189,150,156,180,326,831,210,210,983,908,22,126,175,612,710,724,740,553,928,768,735,669,466
47@1,-80.02939249,40.43385298,121,98,85,119,184,511,5,325,290,843,649,629,694,666,678,783,813,865,816,523,386,385,255,193
5462@1,-80.02397281,40.34277106,80,41,29,36,66,265,661,687,646,724,721,816,752,729,723,807,943,864,765,662,579,496,257,184
27831@1,-79.78471172,40.57768457,14,6,5,8,14,47,116,142,119,116,105,122,170,177,190,247,236,233,189,109,97,114,33,17
5863@1,-79.9556861,40.58235175,26,16,7,7,33,128,461,835,636,498,437,479,489,495,646,754,900,946,696,483,325,253,109,97
27523@1,-80.02182426,40.46331323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,273.5,262,256,315.5,337,377,-1,-1,-1,-1,-1,-1
5926@1,-79.75005536,40.66438756,14,11,12,28,89,230,287,197,116,115,134,184,212,229,297,355,303,203,139,97,79,50,35,18
6128@1,-79.82086304,40.43318941,21,13,11,7,17,33,74,105,125,87,108,115,118,129,128,150,186,139,109,75,68,49,28,26
5878@1,-79.87119918,40.59919581,13,7,8,23,49,179,340,415,330,226,192,180,202,219,282,353,426,370,254,182,124,85,63,42
5954@1,-79.83409051,40.47994726,75,51,44,40,83,402,281,106,11,637,554,573,557,575,689,898,964,28,724,543,469,337,233,161
27553@1,-80.01650061,40.4276298,46,20,12,17,28,108,566,895,980,590,487,512,542,571,750,836,44,978,725,456,361,275,225,97
21468@1,-80.1391271,40.38989757,17,5,2,7,10,30,94,183,141,96,122,111,129,124,130,163,236,277,191,133,120,67,49,31
146@2,-80.0240258,40.55909564,57,21,23,16,36,175,533,975,875,768,744,903,852,791,862,778,802,916,760,572,467,337,156,94
146@1,-80.02387412,40.55915655,46,24,23,29,37,129,268,473,490,475,583,616,678,751,806,904,930,959,903,646,466,375,208,95
10519@1,-79.87544495,40.58885782,13,10,2,6,35,100,328,646,397,236,214,203,240,209,315,501,600,502,365,204,153,86,68,49
5307@1,-79.85274642,40.2410659,16,15,4,9,36,87,179,226,123,117,112,133,155,161,193,227,266,236,154,110,82,66,34,25
8152@2,-80.28259936,40.49852929,65,24,18,30,65,109,172,121,147,177,148,186,183,202,251,344,376,390,237,191,146,120,105,81
8152@1,-80.2829219,40.49837976,17,10,13,20,30,66,141,244,180,111,97,95,102,95,127,115,133,179,99,80,79,44,46,20
5740@1,-80.03733285,40.62669047,24,23,17,48,164,512,865,836,670,582,646,610,634,655,954,964,984,774,597,463,366,195,72,51
26676@1,-79.71066046,40.52865647,6,8,5,3,7,22,66,138,122,68,76,71,114,108,116,110,152,149,95,59,69,58,19,23
21626@1,-80.27189096,40.51680577,-1,6,5,9,9,22,42,45,47,46,52,62,46,48,60,58,67,48,30,32,25,9,9,9
155@1,-79.99732396,40.57752218,8,6,3,3,11,44,132,255,209,170,172,204,184,171,246,287,291,339,276,161,127,92,46,36
6047@1,-79.84876266,40.29763705,11,4,5,7,10,35,45,62,63,61,54,65,53,59,90,122,126,96,85,69,61,46,36,15
27613@1,-80.03671555,40.51802382,26,24,10,6,7,36,131,322,336,266,321,334,349,362,388,470,531,576,463,408,229,183,98,64
21562@2,-80.02489668,40.39932401,82,50,20,29,49,114,467,878,706,552,566,651,656,665,789,993,36,14,923,761,492,366,217,152
21562@1,-80.02467037,40.39939269,30,22,11,19,42,174,489,764,657,541,493,573,590,610,699,767,779,723,602,397,306,217,105,67
11982@2,-79.75724995,40.43623731,41,8,10,23,25,118,507,745,569,416,400,406,549,640,984,75,195,160,147,745,491,238,155,122
27447@1,-79.92684174,40.4253834,278,142,114,187,317,914,727,989,649,683,523,694,728,841,873,821,806,657,676,463,286,91,712,542
11982@1,-79.75710685,40.43624194,44,22,23,25,51,133,456,724,770,783,959,962,969,996,6,56,206,148,897,652,434,292,164,76
6009@1,-79.79925565,40.43812185,43,12,17,22,35,68,220,249,253,240,236,224,231,244,286,309,344,309,262,205,177,123,94,43
10535@1,-79.76387913,40.62564239,11,3,6,24,124,215,224,183,177,151,165,186,190,233,332,336,302,257,196,156,80,46,41,24
10498@2,-79.91405491,40.45522433,41,36,29,27,105,286,652,845,9,846,696,816,986,592,665,764,808,816,725,567,464,316,231,107
5285@1,-80.00485905,40.44134626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,653,675,731,778,935,929,-1,-1,-1,-1,-1,-1
10598@1,-80.03416321,40.58396027,29,24,12,18,31,110,372,777,658,552,542,526,551,510,622,813,911,882,667,444,273,222,82,42
10467@1,-79.95871217,40.5571166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,649,594.5,687,780,392,336,-1,-1,-1,-1,-1,-1
25060@1,-80.22048299,40.55569605,97,62,64,73,133,290,742,78,856,576,596,535,623,733,783,964,87,164,709,480,417,366,303,224
1932@1,-79.69707074,40.47112613,8,2,-1,-1,3,25,73,140,128,90,86,109,159,155,144,169,179,189,126,76,75,52,27,9
10526@2,-79.91797683,40.3528097,69,40,48,47,113,330,663,30,963,900,760,934,836,733,888,64,220,224,859,730,399,315,222,133
10526@1,-79.91801082,40.35272366,82,53,31,45,58,333,916,38,806,636,689,743,868,894,101,167,251,165,926,805,659,527,304,191
30325@1,-80.08842558,40.49636062,96.5,60,86.5,120.5,133.5,286.5,556,610,554.5,482.5,490,503.5,491,517.5,510,522.5,575.5,416.5,257,191,150,171.5,139,137
27458@1,-79.95592243,40.43614848,141,87,49,35,83,196,806,514,218,953,976,123,131,146,362,712,750,785,592,312,849,631,374,262
10468@1,-80.08514076,40.32265464,38,34,21,14,31,198,744,29,903,831,675,742,811,645,728,865,889,122,812,623,517,298,194,112
32719@1,-80.10390086,40.56900007,17,6,12,21,36,84,313,684,506,355,318,308,332,351,371,527,677,966,582,388,210,173,113,41
5880@1,-79.85023628,40.63720788,14,4,5,4,25,65,172,279,274,139,102,133,156,161,211,322,283,288,183,161,139,80,71,43
5484@2,-80.00286228,40.4315632,129,70,67,46,75,262,565,971,762,489,506,494,485,586,670,816,930,916,564,422,353,327,230,167
31201@1,-79.947343,40.31241382,14,7,1,2,6,33,132,169,237,169,139,198,207,189,183,237,234,237,219,105,112,93,51,39
27632@1,-80.03260337,40.4426787,251,180,148,122,152,430,917,400,220,949,752,783,777,893,55,204,304,282,112,781,707,612,493,357
6700@2,-80.02688846,40.44992184,93,49,72,102,137,452,434,790,201,881,864,889,937,972,122,592,833,778,357,30,837,542,346,151
6700@1,-80.02664195,40.450049,58,48,27,61,97,422,329,642,128,843,816,855,872,890,924,328,615,890,541,871,640,482,295,154
27538@1,-80.01782374,40.50738929,36,24,11,12,32,79,282,514,370,317,309,329,350,362,408,479,612,738,508,382,309,250,167,85
5860@1,-79.96169309,40.52407679,68,38,28,35,56,195,561,890,908,756,725,840,851,764,914,123,220,191,49,879,616,413,229,146
10561@1,-80.15265683,40.40460454,8,4,3,3,5,32,95,137,117,85,80,92,87,78,99,150,232,234,134,76,70,40,17,17
19400@1,-79.95728803,40.44131846,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,155,153,307,356,454,599,-1,-1,-1,-1,-1,-1
27790@1,-79.99804047,40.43629228,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,590,537,639,727,681,725,-1,-1,-1,-1,-1,-1
10654@1,-80.0473469,40.3188236,33,24,9,15,19,157,360,659,514,478,453,536,471,478,546,682,724,781,737,558,419,365,206,103
5719@1,-79.995092,40.47486925,6,-1,-1,3,-1,5,8,36,35,27,25,17,22,35,58,49,43,40,24,20,6,10,13,5
27381@1,-79.93382349,40.43292188,27,12,9,7,8,66,273,564,586,379,270,242,305,323,423,632,781,828,511,339,220,184,133,89
21469@1,-80.08992182,40.3869771,4,3,12,2,31,88,430,743,702,528,486,563,614,642,715,789,63,239,822,669,517,264,13,16
21469@2,-80.0896678,40.38692755,87,44,36,36,81,184,367,942,851,643,551,587,611,614,638,733,851,835,759,612,758,515,361,235
147@2,-80.02485504,40.57471488,71,25,25,15,52,221,562,54,954,867,840,924,935,920,22,921,54,159,902,528,391,328,176,116
147@1,-80.02468905,40.57470441,50,27,24,40,43,132,450,870,739,646,667,826,849,896,947,87,132,82,955,664,539,405,216,129
6724@1,-80.03183262,40.44200022,57,54,29,33,54,228,829,302,51,743,474,380,485,458,568,700,108,114,760,342,244,188,166,121
5925@1,-79.79716131,40.65091649,4,5,10,22,78,200,268,194,162,122,138,132,164,197,287,315,308,236,126,136,97,29,29,8
137@2,-80.08728553,40.4084405,66,25,27,17,27,112,248,327,347,354,345,353,411,420,479,570,729,808,425,367,305,271,161,95
137@1,-80.08716598,40.40839158,65,37,23,20,42,146,380,647,650,452,408,387,449,419,435,522,609,843,626,420,293,234,138,87
14862@1,-79.92478767,40.5020629,5,1,3,2,7,21,30,68,70,43,50,41,59,82,73,77,86,94,84,60,55,32,26,9
5663@1,-80.10592691,40.49697239,22,12,16,12,23,91,214,339,279,172,157,128,143,184,217,251,290,325,200,137,98,65,56,49
46917@1,-79.76336987,40.44809405,35,15,17,22,47,152,397,502,554,425,428,492,605,524,626,693,880,844,612,520,273,226,114,70
27566@1,-80.02190574,40.39513534,32,15,3,9,17,78,233,528,367,207,194,189,202,211,276,326,355,323,303,225,154,137,61,41
6088@1,-79.8938506,40.28718137,55,36,9,11,8,42,137,129,126,151,171,218,207,226,227,221,267,284,216,210,182,140,115,66
27685@1,-80.09367873,40.47299089,34,17,15,30,40,103,352,450,431,403,397,422,460,468,526,585,595,515,427,357,239,165,119,98
5747@1,-80.08801278,40.67231202,12,2,3,5,4,31,176,384,464,214,189,296,415,359,288,381,620,733,480,214,161,96,56,38
31195@2,-80.010926,40.53548111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,515,523,678,660,687,717,-1,-1,-1,-1,-1,-1
6085@1,-79.86584346,40.35737077,118,67,65,71,148,442,868,64,832,648,706,551,624,761,832,167,218,57,772,491,519,583,543,226
27688@1,-80.17600399,40.53386232,6,2,3,-1,5,17,28,53,70,76,49,52,63,57,61,61,64,70,45,51,41,23,20,10
5284@1,-80.00204817,40.4424693,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,359,345,358,441,470,519,-1,-1,-1,-1,-1,-1
11553@1,-80.02967068,40.50781391,88,46,22,28,60,280,686,34,852,570,532,530,610,684,731,859,954,64,804,597,426,338,305,216
5706@2,-80.04602736,40.588447,12,11,3,3,9,15,94,212,155,204,230,252,272,306,533,356,531,554,391,348,322,228,68,34
19376@1,-79.86854316,40.35096445,68,36,25,25,54,160,314,412,419,411,319,353,357,412,451,575,597,494,411,297,231,191,153,122
19376@2,-79.86834419,40.35108707,73,31,31,43,85,237,400,478,413,433,416,467,463,453,565,582,565,524,453,297,297,227,158,145
16314@1,-79.7265419,40.66774289,35,21,36,74,276,521,638,474,347,351,358,362,472,546,690,793,711,439,349,268,189,116,102,50
39012@2,-80.16250944,40.51678366,39,32,44,49,175,469,615,644,521,454,498,539,564,591,617,734,732,627,436,391,257,220,127,70
5877@1,-79.88789559,40.57775461,21,10,5,12,27,93,262,404,361,249,213,249,257,236,277,371,448,463,277,216,196,158,86,45
10479@1,-79.7862241,40.35826956,98,33,33,37,76,204,369,519,542,551,613,661,652,719,717,822,809,791,685,531,442,307,244,180
10599@1,-79.95794955,40.59103979,29,12,15,29,44,119,360,795,507,462,405,501,495,489,557,676,709,766,576,420,252,222,113,64
27769@1,-80.00544559,40.43898182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,283.5,342,366,498,694.5,690.5,-1,-1,-1,-1,-1,-1
25562@1,-80.22709067,40.4116064,27,15,13,14,37,118,204,330,237,194,234,226,241,249,261,295,405,435,314,254,207,171,116,65
27731@1,-79.89241415,40.331176,77,31,19,27,49,123,316,373,343,334,351,381,414,455,483,594,661,623,470,386,308,272,178,141
5656@1,-80.17445371,40.50401122,23,13,7,11,22,62,253,486,476,260,224,219,216,235,284,425,560,693,379,240,212,130,83,58
12183@2,-80.0680799,40.49635532,68,32,6,20,38,168,501,136,789,447,418,406,435,454,595,701,763,695,653,483,332,295,132,89
12183@1,-80.06809958,40.49644446,64,30,6,18,34,157,467,61,737,417,389,379,407,425,556,656,713,650,610,451,310,276,123,83
6048@1,-79.85126247,40.29927877,16,6,9,9,10,47,84,107,93,85,109,93,92,100,132,179,214,159,158,122,112,81,59,26
6097@1,-79.95667276,40.43528491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,612,582,653,705,804,718,-1,-1,-1,-1,-1,-1
6097@2,-79.95672328,40.43522078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,790,707,905,368,686,658,-1,-1,-1,-1,-1,-1
19005@1,-79.97519077,40.33592549,90,38,52,40,86,444,942,314,85,955,944,960,12,948,38,176,361,225,977,670,517,383,270,138
69@1,-80.01516042,40.42008962,162,113,118,164,322,801,567,38,685,142,897,897,936,991,80,254,157,136,51,791,601,620,448,292
46@2,-80.04229475,40.40183957,108,52,36,30,50,157,391,549,594,514,507,632,623,736,909,50,274,420,205,898,692,586,437,252
46@1,-80.04233185,40.40166432,73,26,28,33,112,455,153,114,-1,949,699,677,653,576,689,696,785,732,756,528,432,371,244,130
5908@1,-79.85314417,40.6200464,9,13,14,10,21,77,186,222,223,205,221,213,251,218,304,325,341,382,291,242,193,151,112,58
27791@1,-79.99667634,40.43580531,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,331,372,421,480,478,507,-1,-1,-1,-1,-1,-1
27380@1,-79.95059773,40.43434813,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,732,749,107,683,133,94,-1,-1,-1,-1,-1,-1
10603@1,-79.92649377,40.62531652,21,17,39,34,118,354,696,612,490,435,497,398,539,543,743,921,942,747,610,394,309,182,101,29
6033@2,-79.83107732,40.35925223,49,42,45,132,326,784,741,667,531,466,552,618,602,710,789,859,869,646,489,409,343,275,196,107
38408@1,-80.23142951,40.45609481,36,15,16,22,43,131,357,559,418,295,317,362,376,407,372,570,664,791,386,321,222,194,113,106
6033@1,-79.83100304,40.35921645,42,38,57,148,335,615,757,650,601,586,608,597,604,742,899,879,818,618,441,387,259,238,156,90
136@1,-80.16902502,40.40539873,14,5,8,3,14,50,150,227,200,119,104,117,109,127,118,204,279,318,177,81,65,43,25,13
5459@1,-80.06363014,40.31756248,24,10,27,34,148,398,667,657,573,626,746,635,585,581,758,854,856,723,579,454,291,177,110,42
27609@1,-80.01440107,40.59178035,5,4,8,6,5,16,86,217,250,207,202,230,231,238,288,335,349,348,221,127,68,45,20,16
5306@1,-79.78904291,40.58871444,9,1,2,5,11,41,94,169,113,77,81,88,92,103,131,169,157,135,98,57,64,53,37,21
38271@1,-80.20884148,40.49794384,25,18,18,36,73,202,523,7,907,557,492,746,692,556,693,790,12,812,454,280,190,130,100,66
5664@1,-80.16802269,40.52001658,47,38,40,86,155,416,824,971,645,573,546,640,654,811,894,22,41,727,504,417,258,193,144,126
30383@1,-79.95598608,40.44598803,80,49,29,30,25,145,468,803,854,640,579,539,607,585,648,804,898,928,712,532,469,361,232,199
6013@2,-79.81800605,40.38179253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,263.5,290.5,299,324,286,270.5,-1,-1,-1,-1,-1,-1
5960@1,-79.82961954,40.48603854,21,13,9,3,20,55,204,293,166,121,156,114,122,140,186,227,228,252,158,131,119,93,60,27
5739@1,-80.06408576,40.62295374,35,21,22,22,63,211,642,197,267,31,956,23,95,9,109,314,449,526,295,781,546,397,243,84
6084@1,-79.89675349,40.33440741,82,34,40,54,104,337,662,740,558,419,396,355,428,463,609,802,776,777,524,391,291,251,176,143
193@1,-80.00331501,40.44152997,154,85,60,51,62,116,293,550,396,237,236,237,319,374,487,545,750,730,507,426,356,282,237,186
21660@1,-80.04441717,40.42336954,85,45,44,47,85,304,410,450,653,664,827,896,925,878,16,614,885,931,378,671,443,405,426,397
5876@1,-79.8928697,40.57246193,24,8,7,11,33,91,244,391,323,219,203,231,249,224,250,357,419,436,259,207,194,139,79,44
24970@1,-80.09781287,40.67124657,161,101,129,86,134,253,619,17,2,9,60,275,399,338,357,477,691,733,306,979,694,601,371,298
26516@1,-79.86961253,40.4903626,29,9,30,14,36,81,170,363,371,340,403,535,886,647,532,499,505,441,408,358,313,182,127,57
24970@2,-80.09640818,40.66707079,119,69,73,55,165,275,925,603,422,82,19,205,415,423,179,201,299,356,122,888,761,549,381,210
6008@1,-79.81780665,40.43124261,37,27,23,24,39,112,233,323,338,253,254,244,309,268,310,416,456,375,289,193,169,127,100,60
10582@1,-79.96560663,40.52099855,7,2,1,4,11,19,105,180,95,68,59,63,90,73,134,144,161,166,115,79,70,36,23,21
10494@1,-79.82013752,40.36683078,48,33,40,92,201,434,569,548,489,488,551,500,514,604,794,776,756,578,393,331,222,212,149,84
10494@2,-79.82021394,40.36686969,37,30,42,116,281,619,614,607,456,384,484,519,489,569,599,656,679,516,392,346,270,211,143,89
27541@1,-80.00021597,40.47417782,18,6,1,3,4,38,160,189,165,106,102,106,122,129,151,199,204,234,162,111,63,57,21,11
27768@1,-80.00403163,40.43790973,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,421,651,679,36,2,901,-1,-1,-1,-1,-1,-1
6111@1,-79.96498745,40.38787294,24,13,12,23,84,197,411,347,205,272,272,280,312,317,425,493,579,428,331,249,202,186,82,35
6734@1,-80.02781912,40.46434548,229,125,90,60,67,76,83,97,106,120,136,146,270,328,404,423,591,487,423,409,388,337,321,259
10478@2,-79.81259887,40.33398036,72,24,17,25,52,161,389,551,456,434,452,476,596,665,710,796,855,830,572,477,438,269,163,83
10478@1,-79.81255394,40.33389959,44,27,13,43,103,315,572,728,629,586,636,669,753,740,882,948,404,24,616,441,332,218,100,58
6050@1,-79.8642105,40.306994,23,13,6,14,30,83,134,169,107,121,89,124,124,130,185,197,225,195,164,120,95,87,54,40
27736@1,-79.97082481,40.36563141,69,27,19,17,30,118,263,317,314,318,318,332,408,388,348,441,502,465,463,343,352,267,178,121
8064@1,-79.88015931,40.43717755,81,57,51,14,27,85,687,36,998,726,488,457,410,413,477,639,598,624,545,443,366,308,179,127
5511@1,-80.14079032,40.40718483,8,4,3,4,7,22,68,176,155,83,70,81,97,106,113,128,237,234,131,80,87,58,35,14
38267@2,-79.8422777,40.35412361,26,10,5,7,7,28,76,154,138,90,82,99,103,110,121,158,163,141,117,70,72,64,52,36
6094@2,-79.93915052,40.34574652,67,37,21,27,28,130,311,464,422,413,395,470,471,569,626,755,932,993,662,458,418,296,202,126
6094@1,-79.93904754,40.34577375,43,25,25,29,63,344,636,664,580,440,502,516,484,458,511,593,597,485,432,340,336,303,145,108
5978@1,-79.70709215,40.47252122,113,62,56,76,109,306,832,104,154,6,971,11,76,107,256,426,587,499,212,921,805,611,344,307
27500@1,-79.94011369,40.52821251,21,9,8,5,21,83,272,372,313,191,151,184,202,206,263,316,411,405,392,262,185,111,81,116
27704@1,-80.00980027,40.28838667,63,42,41,62,95,362,145,413,958,704,695,725,752,769,837,201,419,522,208,796,619,431,270,129
27828@1,-79.70465935,40.4468652,7,5,3,4,6,51,97,158,137,92,88,116,116,110,153,174,202,195,119,84,85,44,36,18
5496@1,-80.1687714,40.38075576,39,14,7,10,25,69,210,371,372,332,272,322,376,299,328,378,476,625,436,334,247,198,116,74
432@1,-80.18374919,40.49599182,20,8,7,9,24,80,179,413,371,244,178,244,236,280,291,380,562,568,396,239,187,145,96,45
26774@1,-80.09169026,40.58597985,19,9,4,10,16,54,230,596,540,371,292,316,305,310,375,535,640,816,607,398,288,162,93,30
5479@2,-80.06582465,40.39759346,83,55,17,22,44,122,317,586,733,664,687,831,924,879,826,830,142,207,64,726,587,377,218,181
27631@1,-80.04478819,40.44238478,141,95,96,118,113,367,845,260,33,735,748,587,639,691,833,875,123,171,984,632,487,442,416,281
27539@1,-80.01771247,40.46726279,16,6.5,3.5,7.5,10,40,152,186.5,170.5,135.5,132.5,139.5,155,160.5,183,219,224,222.5,168.5,128.5,80.5,62.5,35,25.5
10596@1,-79.93519961,40.61558144,24,11,15,25,95,267,432,406,325,232,312,391,332,414,448,540,626,488,410,295,188,119,52,24
27375@1,-79.98695749,40.4386305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,562,584,708,895,106,836,-1,-1,-1,-1,-1,-1
68@2,-79.86469076,40.23838008,43,18,21,31,52,152,269,402,436,372,356,369,389,413,453,514,575,538,424,321,278,212,116,98
68@1,-79.86444958,40.23842388,41,19,27,38,60,122,353,433,451,414,383,386,412,429,487,569,631,592,479,363,312,235,139,122
6028@1,-79.79059503,40.34521074,7,9,12,15,44,126,191,122,136,136,146,160,166,168,238,213,237,182,172,95,48,29,41,19
21869@1,-80.00935239,40.50459989,62,15,12,35,38,180,776,143,873,638,614,623,843,981,507,649,830,777,759,143,753,365,238,188
21869@2,-80.00954918,40.504541,125,77,44,31,74,174,717,347,84,848,868,999,6,20,212,523,557,588,417,167,755,561,333,233
38588@1,-80.14149248,40.45755658,14,9,7,6,24,78,237,502,439,239,225,245,290,253,275,339,491,487,317,233,155,88,53,21
5458@1,-80.06952956,40.30662757,45,22,32,61,265,615,854,922,867,848,900,929,900,978,90,225,238,53,811,775,562,267,159,70
14296@1,-79.82435502,40.45384093,142,80,103,103,206,522,847,111,144,196,233,306,453,459,564,539,586,475,281,25,869,593,389,238
10604@1,-80.1973794,40.41403597,14,9,8,10,14,65,149,344,238,164,181,223,207,236,221,292,418,464,293,180,161,96,73,33
27599@1,-80.00615972,40.35833184,14,9,21,34,136,444,668,659,524,601,665,731,699,755,777,982,27,850,669,576,428,244,131,45
5305@1,-79.80784057,40.38288897,54,27,21,21,49,166,431,564,452,381,378,381,389,435,446,594,718,613,495,321,298,234,175,108
22874@2,-79.95170997,40.50404864,24,11,2,7,13,59,175,397,276,156,146,142,152,159,208,245,267,243,228,169,116,103,46,31
6051@1,-79.8725096,40.32244526,21,10,4,5,11,36,73,97,85,109,118,122,131,148,155,245,212,208,179,162,98,114,56,59
5482@1,-80.04957737,40.42439235,84,59,39,43,57,168,400,584,543,546,597,653,735,715,686,745,830,798,714,632,507,359,241,152
27855@1,-79.86914105,40.63325035,23,9,13,10,31,86,274,463,351,247,252,267,297,279,358,514,594,660,489,377,266,142,117,54
1016@1,-80.25170517,40.45027041,5,3,1,6,17,38,94,136,156,74,93,114,152,110,138,217,162,171,134,95,109,46,32,35
5509@1,-80.13227392,40.38536003,4,1,2,-1,2,7,21,69,49,40,43,45,56,48,61,80,81,88,67,24,24,18,9,10
